claims_verbatim,trump_stance
upside down usa flag; usa flag; we are all the same color on the inside; the only minority destroying america is the billionaires; why aren't our representatives doing anything; hey elon / why can't you fix a watch with a chainsaw; hands off our wallets; hands off medicaid; hands off social security; hands off medicare; first they came for the truth / then the democracy; protect our constitution; hate never made any nation great; dump trump; i love my country but i fear my government,Anti-Trump
usa flag; ukraine flag; impeach trump / resist;,Anti-Trump
i'm here fighting for your due process; stop facism now; hate never made america great; due process is law; resist facism; dump trump; gop spines sold seperately,Anti-Trump
there will be hell toupee; the difference between trump and jim jones is that trump would charge you for the kool-aid;,Unclear
dump trump; usa flag; ukraine flag; that felon is not my president; yes to due process;,Anti-Trump
usa flag; usa flag [upside down]; democracy has no kings / no one voted for musk; fund science not oligarchs; end all us aid to israel; harvard is not trump university; today kilmar / tomorrow you; no kings in america; progress pride flag; due process for all;,Pro-Trump
braver than murkowski; trump = traitor;,Anti-Trump
trump is stealing from you,Unclear
usa flag; hands off universities; wake up / stand up; defend democracy / dump trump; progressive pride flag; defend democracy; uphold our constitution; ukraine flag; govoernment of the people / by the people / for the people;,Anti-Trump
doge [crossed out]; usa flag; hands off vu [vanderbilt university]; i am kilmar abrego garcia; harvard strong / democracy strong; it's not too late to do the right thing; no one is illegal on stolen land; bring kilmar back; trump: bad for trees and democracy; eat the rich; all you fascists bound to lose;,Unclear
resist and persist; the people are for a democracy not a dictatorship; dump trump; usa flag; no kings; free abrego garcia;,Anti-Trump
due process; the people united will never be defeated!; no kings [upsidedown usa flag]; pro america / anti-trump; healthcare is a human right,Leaning Pro-Trump
hands off / social security and medicaid / dump trump; no kings / we the people; stop the cuts; we are not ok; usa flag; where law ends tyranny begins; hands off our country; stop the cuts!,Anti-Trump
impeach trump; no kings; i did not fight to create a tyranny; golf more / govern less; hands off our libraries and universites; hands off our democracy; usa flag;,Anti-Trump
"hands off; rainbow pride flag; trump is a thug; trump is the waste, fraud, and abuse; save usa; usa flag; no kings; we the people;",Unclear
dump trump; we fight back;,Anti-Trump
elon can oligargle deez nuts; progress pride flag; the power of the people is greater than the people in power; fight 4 vets / they fought 4 you; patriotism is pro-democracy; usa flag; deport trump;,Unclear
congress stop trump; hands off free speech [palestine flag],Anti-Trump
remove trump; resist; rainbow pride flag; denial = no constituution; is this what you voted for?; your silence will not protect you; we will not go quietly back to 1950; hate has no place here;,Anti-Trump
impeach the felon; usa flag; hands off; save our democracy; regime trump over; stop musk; hands off medicaid + social security,Anti-Trump
hands off our due process; trump fascist regime must go now; usa flag; ukraine flag; humble boys; rainbow pride flag; palestine flag; arrest him for defying the supreme court; no kings; raise your voice; deport elon musk; due process; it's not just stupid it's trump stupid; trump is dismantling our democracy,Pro-Trump
usa flag; 1 if by law / 2 if by dc; send trump to the cecot prison / he is the felon; we demand human rights for all; reject fascism; eat the rich;,Unclear
no monarchs in the white house; trans pride flag; no gaza strip mall; threat to democracy [image of trump]; resist;,Unclear
democracy has no kings; trump proudly breaks laws; liar liar pants on fire; resist / impeach trump;,Anti-Trump
hands off due process; bring kilmar home now; hands off our constitution; they're coming for your social security next; dump trump / deport musk; usa flag;,Anti-Trump
save our democracy; due process is a right; free garcia / jail trump; dont let democracy go extinct; resist; due proces for all; free my siblings free them all!; keep diversity equity inclusion / add decency empathy intelligence; resist,Unclear
usa flag; ukraine flag; trump is failing;,Unclear
we dissent; resist; congress stop the coup; hands off social security [upsidedown usa flag]; educators against trump #saveoureducation; no king; give back democracy rights freedom benefits; eggs are expensive because all the chickens are in congress,Anti-Trump
stop trump;,Anti-Trump
hey trump / no one paid us to be here / we all hate you for free; habeas corpus; hands off; make america competent again; tax the rich; when injustice becomes law resistance becomes duty; solidarity is sexy; usa flag [upside down]; fuck trump; tattoo â  due process; due process and justice for all; pigs make poor kings; we the people; impeach; rainbow pride flag; no justice no peace; wake up and smell the facism; my dog is smarter than trump; no tariffs for penguins; i want my country back; real patriots fight facism,Anti-Trump
dump donald trump; we're not being paid / we're just pissed;,Unclear
no trump no musk!; from the river to the sea palestine will be free!; palestine flag,Anti-Trump
"don't tariff me, bro; don't tread on me [image of lady liberty]; no: kings / yes: due process; power to the people; soldiers died fighting men like trump; support education / support dei;",Unclear
homegrowns are next trump,Unclear
hands off our public lands; maga fascism; we the people resist / veterans deserve respect / trump you're fired; jesus isn't a weapon; don't give up the fight; democracy dies in silence;,Anti-Trump
hands off; save our students; trump and doge are destroying america; usa flag [upside down]; resist tyranny; hands off our democracy; bans off our bodies; restore us aid; tariffied;,Unclear
usa flag; hands off our democracy; immigrants make america great; hate will not make us great; usa flag; ukraine flag; impeach / convict / remove; stop project 2025; dump trump; beware wolf;,Anti-Trump
"where law ends, tyranny begins; we the people are pissed off; usa flag [upside down]; usa flag; trump is killing the economy;",Unclear
hands off immigrants; hands off education; hands off public schools; no king / no dictator / impeach now; usa flag; hands off democracy; immigrants make america great; no ruler / rule of law; protect democracy; dump trump; send elon to mars; love wins; resist; impeach; lawless potus; united we stand against bullies; ukraine flag; stop the war on women; no kings; we the people;,Anti-Trump
resist / 8647; trans pride flag; this is what unity looks like!; self deportation for trump; this is what democracy looks like!; not in my name; usa flag;,Anti-Trump
usa flag; one love; trump has no moral compass; rainbow pride flag; trump get out of doge; we the people stand against tyranny; enough;,Unclear
